Gene ID	ZT_15_30: LogFC	ZT_15_30: FDR	ZT_0_15: LogFC	ZT_0_15: FDR	ZT_5_45:LogFC	ZT_5_45:FDR	ZT_11_15:LogFC	ZT_11_15:FDR
ADAMTSL2	1.268672511	0.638167012	-0.014021448	1	1.493724875	0.665881218	0.710244524	0.809773645
ADAMTSL3	-0.119112438	0.942279257	-0.617438076	0.253821528	-0.565478081	0.55384851	-0.467626157	0.588219469
ADAMTSL4	-0.199640859	0.849025259	-0.102979159	0.879960458	0.180001504	0.904869664	-0.102085273	0.941461802
ADAMTSL5	0.263530082	0.956918515	-0.890856756	0.678442141	-0.564464532	0.935118978	-0.081251729	0.998349492
ADAP1	-0.237783836	0.971964938	-2.774714204	0.218411709	-0.867148328	0.910655371	-0.636339903	0.91672691
ADAP2	0.646793529	0.439154343	0.699426656	0.19468982	0.475346822	0.680700761	0.618530881	0.444969958
ADAR	0.030585326	0.975862345	-0.263507334	0.402605849	0.01833713	0.997184048	0.068615837	0.940925024
ADARB1	-0.02536557	0.982844518	0.189706965	0.666686779	-0.067329433	0.966868523	-0.000150727	1
ADAT1	0.216904888	0.851595801	0.239979722	0.705584328	0.056550386	0.984910608	0.07630762	0.964460021
ADAT2	-0.071486415	0.944886448	0.206075325	0.638890851	0.1688369	0.875742735	-0.131523784	0.881792116
ADC	0.270405945	0.942061925	0.663327664	0.635877569	-0.545451126	0.873034137	0.297231889	0.928678655
ADCK1	0.180757404	0.937903368	0.679945038	0.394192168	-0.073336524	0.987758941	0.272462433	0.878027217
ADCK2	0.257080427	0.836654896	-0.068602835	0.940262574	0.044110408	0.993623005	-0.128569185	0.937728005
ADCK3	-0.633010529	0.099578267	-0.813391872	0.003412909	-0.93745334	0.001156448	-0.884631714	0.001993465
ADCK4	2.064676589	0.179483815	0.068588028	0.974829009	-0.778621554	0.719102002	0.140857118	0.971336068
ADCK5	-0.786736012	0.849183255	0.018763032	0.999210355	0.248096065	0.972892521	-0.424338245	0.926167671
ADCY1	0.551466411	0.752348104	0.215430758	0.875556938	0.224856226	0.952260269	-0.080473352	0.984633114
ADCY10	1.111244913	0.518693322	-0.731331808	0.541802697	-0.364414254	0.934320574	0.034427779	0.998349492
ADCY2	0.334834528	0.894463131	-0.94999255	0.287433947	-0.124346622	0.976840824	0.162209417	0.958382005
ADCY3	0.009782245	0.995385949	-0.135163093	0.833698584	-0.280997337	0.796888772	0.209067886	0.824350735
ADCY4	-0.037826306	0.982973417	0.152871398	0.841246256	-0.275962939	0.839605847	0.01582766	0.998349492
ADCY5	-0.262401971	0.82777407	0.528699504	0.374719423	-0.208262014	0.915876197	-0.187025593	0.894500193
ADCY6	-0.084903946	0.936826411	0.345574615	0.341146024	0.012903944	1	-0.135626524	0.875323629
ADCY7	0.032161275	0.985658233	-0.102334853	0.900288725	0.522803822	0.559293514	0.36136257	0.680338247
ADCY9	0.163904	0.896562586	0.150534437	0.823701761	-0.083604199	0.968487714	0.157369	0.896475221
ADCYAP1	0.460733739	0.945444376	3.914472042	0.115133332	-0.137542457	0.998152422	0.177142867	0.991476146
ADCYAP1R1	-0.06850523	0.978255914	-0.68456852	0.359048485	-0.495514818	0.766143632	-0.026965573	0.998349492
ADD1	-0.015647294	0.984595817	0.053238086	0.873783057	-0.054599818	0.954257678	0.030898477	0.970387004
ADD2	0.346670725	0.930699529	0.578225471	0.743168919	0.918213942	0.760954924	1.303908679	0.490609594
ADD3	-0.332280377	0.410384523	-0.531797277	0.027538533	-0.101238521	0.923133053	-0.405686716	0.209260515
ADH1A	-0.57602121	0.774105977	-1.12538072	0.164579833	-0.481022524	0.846613967	-1.115567228	0.36512052
ADH1B	-1.157558998	0.062849366	-1.46049511	0.00211441	-1.416949196	0.010194669	-1.356050933	0.009016958
ADH1C	-0.359414248	0.701995492	-0.356202239	0.514608245	-0.722227217	0.29511138	-0.930510116	0.058946675
ADH4	-0.415271229	0.899361964	0.424625182	0.814311243	-0.589231428	0.877381199	-0.352374249	0.913174742
ADH5	-0.356451211	0.437920569	-0.176436391	0.647390467	-0.24601756	0.714983877	-0.196845408	0.728332328
ADH6	0.230127896	0.938953243	-0.366219529	0.757945172	-1.553628103	0.220989249	-0.828384443	0.582385924
ADHFE1	-0.212366693	0.852713407	-0.316869371	0.572837762	-0.319142581	0.787927991	-0.38163172	0.621465801
ADI1	0.200094015	0.742880718	0.375944765	0.203086964	0.099759191	0.934453967	0.063594069	0.949465763
ADIPOQ	-0.273570985	0.640088582	-0.030946881	0.957122253	-0.228296486	0.779773558	-0.267918183	0.621290979
ADIPOR1	-0.14842137	0.937903368	-0.625953949	0.328056976	0.254250563	0.903993107	0.467469147	0.65704789
ADIPOR2	-0.324707743	0.582796722	0.221287727	0.608740957	-0.341648891	0.604646785	-0.28999846	0.614696837
ADK	-0.0907751	0.927959985	0.042026817	0.939365585	-0.110558952	0.932898071	-0.006280316	0.999052632
ADM	-0.264801192	0.806467513	0.653472894	0.176606559	-0.192208	0.915549239	-0.434451527	0.578763069
ADNP	-0.008172188	0.992354434	-0.20288139	0.362080305	0.033307256	0.97402433	0.154992544	0.669862461
ADNP2	-0.368332474	0.475493429	-0.356913563	0.288288628	-0.1361666	0.904967355	-0.041662077	0.976465814
ADO	0.139918332	0.896562586	0.092472585	0.886078745	0.456447703	0.508355443	0.122861758	0.912398182
ADORA1	-0.740671959	0.474258493	-0.045022161	0.980010379	-1.218300149	0.161483789	-0.635054424	0.546489434
ADORA2A	-0.391999817	0.912302828	-1.424917461	0.273609047	-0.253546403	0.968429778	-0.500402451	0.907873346
ADORA2B	0.71619159	0.801811375	1.008008466	0.537030546	0.167888066	0.981170564	0.142233737	0.980075075
ADORA3	1.105614487	0.476592706	0.611916007	0.58567806	0.12617182	0.976840824	0.007584372	1
ADPGK	-0.090548846	0.936148996	-0.167771258	0.728239578	0.049939694	0.976840824	0.017061098	0.997247759
ADPRH	0.290907553	0.696180449	0.164878733	0.769568887	0.321520667	0.717759136	0.08529615	0.948202432
ADPRHL1	-0.21647998	0.945717084	0.08035212	0.969464385	0.177548048	0.97148053	-1.158770268	0.423430731
ADPRHL2	-0.090507822	0.951282989	0.059557564	0.944016408	0.388578586	0.725862162	-0.214702803	0.857308321
ADRA1A	-0.096350738	0.946771032	-0.001562541	1	-0.381028487	0.72938855	-0.141540641	0.919482017
ADRA1B	0.977556829	0.776912158	-1.79317624	0.249241643	-0.678889447	0.878589807	-0.775293927	0.809210893
ADRA1D	-1.359484816	0.791518253	1.118537701	0.835485727	-0.432148278	0.983188808	-2.16895914	0.657371102
ADRA2A	-0.115880929	0.942350037	0.652350892	0.21873822	0.481910485	0.656774983	0.500353679	0.540203454
ADRA2B	-1.224806521	0.752348104	-0.138005424	0.967341077	-0.40142899	0.958759834	0.580316244	0.90746573
ADRA2C	-0.097686511	0.982844518	-0.735978291	0.588972203	0.821380308	0.818404021	0.389669348	0.913174742
ADRB1	-0.561681449	0.488288398	1.035271707	0.034008325	-0.38235155	0.751430589	-0.524842953	0.508740329
ADRB2	-0.422452824	0.674688602	-0.509263072	0.389743998	-0.726076597	0.396137995	-1.050040797	0.054925776
ADRB3	-1.820075967	0.389049588	-1.27345209	0.396124143	-0.824157651	0.834077254	-0.357145217	0.928266131
ADRBK1	-0.143046977	0.951533109	-0.771111263	0.341230852	-0.30378582	0.916742927	-0.044357203	0.996500401
ADRBK2	-0.969382078	0.022894213	-0.371383653	0.406872095	-0.784558847	0.095248836	-1.098978584	0.001993465
ADRM1	0.108054503	0.93302368	0.237756114	0.654994437	0.082055412	0.967814309	0.56759809	0.241126459
ADSL	-0.274658178	0.615298993	-0.118169739	0.790155397	0.013353324	1	-0.189077154	0.760921905
ADSS	-0.125949217	0.924518904	-0.278619264	0.595026304	0.07987477	0.970171505	0.141979296	0.906306217
ADSSL1	-0.443311344	0.77149842	-0.519039068	0.541728904	-0.580310905	0.714983877	-0.19832915	0.921699793
AEBP1	0.344863387	0.676453397	0.377917842	0.449145338	0.147678816	0.935702634	0.419047625	0.546489434
AEBP2	-0.020828827	0.982844518	-0.206648357	0.473945707	-0.047987347	0.970171505	0.016314969	0.994988829
AEN	-0.177555771	0.942279257	0.451946968	0.707055849	0.491454281	0.831357214	0.586943523	0.704936479
AES	0.315229571	0.537471665	0.243720889	0.489257865	-0.085745185	0.949288543	0.048239378	0.968184299
AFAP1	0.332577012	0.410384523	0.47822946	0.056832357	0.299154505	0.532769209	0.156576143	0.777675504
AFAP1-AS1	-0.041931423	0.984595817	-0.011617468	0.998557094	0.339723927	0.857157674	-0.398416813	0.691313409
AFAP1L1	0.084875435	0.943164024	0.021846128	0.98297255	-0.236357388	0.825234719	0.116242755	0.91824322
AFAP1L2	-0.138995029	0.951282989	0.556662549	0.560464418	0.442093554	0.831357214	-0.174217813	0.943303973
AFF1	0.030782142	0.970580861	-0.08263535	0.824867559	0.12663538	0.863404018	0.078840403	0.90872817
AFF2	-0.091166511	0.966599223	-0.178661803	0.865896717	0.06008525	0.99079591	-0.031522435	0.997488748
AFF3	0.76779082	0.227781453	0.793168751	0.083604261	0.888183992	0.138856378	0.799418941	0.141402724
AFF4	-0.136230663	0.682271606	0.057234689	0.835109126	0.113200043	0.814821773	0.044756314	0.93535969
AFG3L1P	-0.218238038	0.83890559	-0.189578608	0.763268565	-0.143205796	0.939846918	-0.321561632	0.691558095
AFG3L2	-0.138269996	0.800400442	0.111971151	0.746260256	-0.004019069	1	-0.049292767	0.954820825
AFMID	0.457571048	0.720584809	0.247391048	0.79352541	-0.494561676	0.748409827	-0.140235263	0.946622479
AFP	0	1	0	1	-0.336058907	0.98923261	-2.355778813	0.634289476
AFTPH	-0.222101249	0.65289921	-0.220839702	0.470351632	0.099470535	0.926387283	-0.17251302	0.739870726
AGA	0.063557225	0.959503833	0.35234129	0.442326867	-0.152585207	0.925048691	0.261779733	0.738473663
AGAP1	-0.119647919	0.912302828	0.048692179	0.942691473	-0.015098972	1	-0.139981677	0.891490663
AGAP11	-0.627685149	0.372839824	0.067501822	0.93438036	-0.367115287	0.72938855	-0.327587834	0.702522374
AGAP2	-0.400011259	0.857328499	-1.096112015	0.220708416	-0.101648494	0.984910608	-0.267056721	0.910420366
AGAP3	-0.518088932	0.313640798	-0.049342066	0.93990747	0.130550945	0.926928453	-0.100795582	0.923709123
AGAP5	0.750905784	0.684767557	-0.154197674	0.91886623	0.271099502	0.945069596	0.552225198	0.738473663
AGAP6	0.162253897	0.964890062	0.119077039	0.960321515	1.206613525	0.63878531	-0.104884593	0.98516532
AGBL2	-1.160187056	0.663173483	-1.38266653	0.388870212	-0.424893912	0.94320047	-0.084084105	0.994988829
AGBL3	-0.131993426	0.939331511	0.074864634	0.943158113	0.14676881	0.951385926	-0.259755857	0.83036776
AGBL4	-0.466769701	0.902246511	0.156327859	0.944016408	-0.7847131	0.834019245	0.333310721	0.93535969
AGBL5	-0.274447951	0.476592706	-0.175513898	0.541802697	-0.101984017	0.904869664	-0.025753711	0.981430576
AGER	-0.690117031	0.665168323	-0.354739217	0.770966333	0.797679593	0.668938651	-0.080353702	0.985801931
AGFG1	0.125706579	0.803486459	0.416904416	0.042695983	0.295790327	0.418056792	0.234308078	0.497459995
AGFG2	0.152465493	0.924518904	-0.213737537	0.765310861	-0.01875639	1	-0.254437374	0.81492983
AGGF1	0.155649202	0.754878399	0.228837394	0.381294296	0.184845574	0.743566619	0.192613585	0.646732514
AGK	-0.042585588	0.971964938	-0.254869611	0.541973169	-0.026174456	0.996022312	0.144740867	0.872746368
AGL	-0.16740154	0.82832206	-0.121019143	0.804917193	-0.008826975	1	-0.072681792	0.947861491
AGMAT	1.415830613	0.620978157	-0.027549241	0.998557094	2.327045097	0.481973335	0.587174468	0.893637048
AGPAT1	0.10424259	0.902144591	-0.003819274	0.999137288	-0.089680819	0.94320047	-0.088127753	0.916564093
AGPAT2	-0.209038221	0.728780227	0.147710041	0.727645509	-0.173005051	0.834921219	0.006793995	0.998349492
AGPAT3	0.098294915	0.895609619	0.258974739	0.365378255	-0.192651433	0.762264418	0.112872331	0.860236666
AGPAT4	0.164251611	0.880884197	0.244609526	0.633304419	0.09363335	0.961784193	-0.145551578	0.896475221
AGPAT5	-0.153010981	0.900123099	-0.083628763	0.909480023	-0.224191879	0.869162039	-0.290882476	0.726579133
AGPAT6	0.023582485	0.984595817	-0.068591504	0.892859841	0.114509434	0.928965436	-0.036853509	0.979221538
AGPAT9	-2.758810377	0.033128446	-2.994154155	0.003701076	-2.620274208	0.038131024	-2.978134237	0.008193701
AGPHD1	0.259344812	0.813345313	-0.042437928	0.958487826	0.146737939	0.943297626	0.228656365	0.829545276
AGPS	0.106392355	0.862672055	0.314040693	0.196315376	0.253799814	0.572252226	0.130106545	0.80068372
AGRN	0.673871259	0.559264451	0.854022674	0.165539476	0.330336512	0.864740561	0.588362227	0.528115333
AGT	-1.183471691	0.685551079	-0.660452244	0.770844369	-1.978194865	0.460118645	-1.385615622	0.579544138
AGTPBP1	-0.080148549	0.947653617	-0.659248385	0.078697529	-0.097609098	0.957198285	-0.064667472	0.965994044
AGTR1	-0.499449893	0.521963327	-0.579530008	0.226787136	-0.613932191	0.425472762	-0.863971608	0.08374942
AGTRAP	0.387110325	0.781547933	-0.217092364	0.823906652	-0.003601971	1	0.301286235	0.842599372
AGXT2L2	-0.292590657	0.651565779	0.0493954	0.935012523	-0.048167731	0.97851962	-0.254758578	0.684864471
AHCTF1	-0.091372001	0.914974101	-0.259551535	0.394907282	0.13637189	0.875073327	-0.004787201	1
AHCY	-0.282089853	0.745395031	0.161000241	0.795459348	-0.165454279	0.91775481	-0.068354072	0.9663288
AHCYL1	0.117630707	0.818907692	0.3093758	0.15265951	0.083942385	0.923133053	-0.067774322	0.916564093
AHCYL2	0.240815519	0.614954142	0.22609338	0.453537192	0.300513152	0.519515413	0.163914123	0.752429573
AHDC1	-0.228526607	0.817035904	-0.27175444	0.633285805	0.215078054	0.868200128	0.401340721	0.565619909
AHI1	-0.01449303	0.992354434	0.160863137	0.790492071	0.082473324	0.968429778	0.029553365	0.993369251
AHNAK	0.342853657	0.576176177	0.370563643	0.334790435	0.314042095	0.685193789	0.179445016	0.822210467
AHNAK2	0.51039717	0.574572119	0.160798244	0.846372629	0.536345259	0.590521565	0.494638139	0.558138183
AHR	0.193090688	0.703357799	0.331637164	0.206397997	0.375120439	0.345482778	0.299400811	0.432950748
AHRR	-2.193353324	0.281988454	-0.178407452	0.94437122	-1.884181091	0.458426926	-0.871198053	0.774887195
AHSA1	-0.046311008	0.955177771	0.105990935	0.791498012	-0.105558896	0.919906406	-0.227238217	0.616692166
AHSA2	-0.222426744	0.693911307	-0.499789666	0.06293489	-0.14665115	0.872816626	-0.365939281	0.362783617
AHSP	-1.866623849	0.745395031	-2.007820393	0.546629284	-0.931534279	0.934205689	1.49617803	0.798310843
AICDA	1.898710189	0.685283134	-0.386511419	0.941324728	0	1	0.048263898	1
AIDA	-0.219230049	0.904702432	-0.257482962	0.772553956	0.086168503	0.97773332	-0.767037591	0.417509209
AIF1	0.30850929	0.859622832	-0.088132234	0.943318019	0.269399719	0.919287027	0.117962042	0.963006592
AIF1L	-0.616147377	0.454382077	-0.365784797	0.558583118	-0.700666515	0.396538691	-0.440450111	0.610159422
AIFM1	-0.272224138	0.550755825	-0.157067963	0.665488097	-0.27238008	0.606379764	-0.532493553	0.055520085
AIFM2	-0.201806637	0.75539603	0.103994423	0.831491221	-0.111738358	0.930841244	-0.309931013	0.524355337
AIFM3	2.07420436	0.532031664	1.449608033	0.596003188	-0.635145294	0.942140001	-0.316023576	0.965047311
AIG1	-0.036248966	0.972057753	0.185056716	0.635877569	0.055206802	0.97118782	-0.002643315	1
AIM1	0.010094375	0.992354434	0.196496977	0.534364804	-0.244632773	0.657794048	-0.019155946	0.992912429
AIM1L	0.246175379	0.985436499	-2.345457801	0.438557272	1.1385952	0.926251351	-0.941850392	0.92104217
AIM2	-1.081605445	0.72781249	-1.557318449	0.338519487	0.289273675	0.968429778	-0.483291402	0.91311482
AIMP1	-0.130913739	0.794159183	-0.142020746	0.621407381	-0.143997147	0.81902021	-0.145553387	0.738429075
AIMP2	0.010992305	0.992354434	0.187827188	0.63825814	0.211252881	0.787810582	0.342527402	0.444591273
AIP	-0.276751619	0.822104071	-0.384645477	0.510238791	-0.363961928	0.761653677	-0.496131356	0.514845499
AJAP1	-0.666648323	0.895170617	-0.793441894	0.769598679	0.345738179	0.969975423	-0.06604614	0.998349492
AK1	0.18016096	0.853641198	0.230817025	0.646574241	-0.141670517	0.932531834	-0.088501112	0.946999308
AK2	-0.300949834	0.509893536	-0.392715975	0.14745752	-0.218320605	0.739028991	-0.318573021	0.435203297
AK3	-0.074918124	0.925815477	0.041610912	0.925745957	0.056319881	0.964209737	-0.038646918	0.968758445
AK4	-0.262234732	0.832286782	0.097044754	0.913596278	-0.05660329	0.987200274	-0.276011295	0.805640778
AK5	0.066772457	0.982465797	-0.582084519	0.504337625	-0.527338701	0.788239069	0.210186729	0.927434608
AK7	0.54217369	0.894474854	0.117187741	0.962421824	-0.544109823	0.923963553	0.766763832	0.846504681
AKAP1	-0.388010307	0.588360004	-0.460239543	0.287433947	-0.611899768	0.317663553	-0.615130064	0.222850816
AKAP10	0.067036611	0.939654409	-0.07219031	0.870528026	0.034527058	0.983084466	0.246234249	0.584259848
AKAP11	-0.060425911	0.934794555	-0.065108507	0.859120835	-0.004928554	1	-0.08614048	0.891081961
AKAP12	-0.296414495	0.641719641	0.038225096	0.949941761	-0.279406438	0.726190049	-0.413036543	0.413554056
AKAP13	0.134803712	0.856079317	-0.297975899	0.352275147	0.14488507	0.877587155	-0.023973088	0.990361341
AKAP2	0.121469144	0.869346595	0.290644509	0.338519487	0.049565194	0.971721657	-0.045704118	0.965842326
AKAP3	-0.168767376	0.972057753	0.811050563	0.587535182	-0.969505645	0.720080435	-1.098357174	0.545259274
AKAP5	-0.125988997	0.940674188	0.235011587	0.752698703	-0.044166141	0.993681859	0.410878187	0.660744778
AKAP6	-0.580208167	0.701980486	-0.656974633	0.460214546	-0.94402371	0.478066089	-0.510896069	0.733973384
AKAP7	0.539848179	0.579244492	0.057112498	0.954081396	0.026150647	1	-0.06887142	0.977248108
AKAP8	-0.037168837	0.967842181	-0.201190928	0.561138528	0.161389933	0.83517383	-0.06231039	0.946999308
AKAP8L	0.249685687	0.814385331	0.037570526	0.963685196	-0.036833989	0.993681859	0.099178883	0.948486217
AKAP9	-0.139625983	0.817035904	-0.166182368	0.610900029	0.093385583	0.930427476	-0.058732256	0.946999308
AKD1	0.057132725	0.965665206	0.035420521	0.962334602	0.179463421	0.896650071	0.180962768	0.850619423
AKIRIN1	-0.091808982	0.907955739	0.116580051	0.778463494	-0.232234888	0.713161629	-0.041093051	0.970104871
AKIRIN2	-0.002708804	0.99864511	0.030852377	0.958280591	0.089031777	0.950732069	0.26080586	0.642526127
AKNA	0.007154924	0.997592087	-0.762993272	0.226874233	-0.246626371	0.915787246	-0.071279468	0.979221538
AKNAD1	0.221399551	0.976415208	-0.287106686	0.931850858	-1.344407841	0.819567815	1.070766338	0.806997216
AKR1A1	0.06951005	0.934720414	0.050725971	0.90872688	-0.002785418	1	-0.095631396	0.896475221
AKR1B1	0.218727612	0.785838406	0.359773045	0.352496982	0.125076756	0.938325675	-0.075477952	0.95376098
AKR1B10	-1.330209651	0.838081105	-1.150130837	0.763821728	1.926582079	0.719250847	1.139035149	0.775836189
AKR1B15	1.700326083	0.597621792	1.920070412	0.298457451	0.765619592	0.88757012	0.798674129	0.839738027
AKR1C1	0.403420405	0.623187512	0.351043709	0.510674059	0.291936452	0.818949122	0.183605138	0.877155668
AKR1C2	0.228975565	0.817982165	0.317447969	0.534756117	0.004452098	1	0.127500623	0.919490209
AKR1C3	0.65282073	0.476799901	0.868820924	0.117383523	0.442766474	0.74455106	0.709723606	0.38227971
AKR1C4	0.943704166	0.328665656	0.779237707	0.261781431	0.760009535	0.532769209	0.604796425	0.575985332
AKR1CL1	-1.171227444	0.334973546	-0.836019291	0.388870212	0.049215808	0.999385453	-1.217571747	0.283315512
AKR1E2	-0.098986952	0.959798652	0.170008077	0.868012899	-0.241787893	0.922749829	0.314941609	0.824350735
AKR7A2	0.018768399	0.991513447	0.254241763	0.641524955	0.263022123	0.81902021	0.308044627	0.681911205
AKR7A3	-0.494265655	0.934720414	-1.465136748	0.567708433	-0.015779529	1	-0.462209186	0.927720647
AKR7L	0.335773496	0.942350037	0.343328483	0.916217204	0.134884722	0.99051062	1.318288239	0.573549393
AKT1	0.09548048	0.928141343	0.070995989	0.895754319	-0.132548172	0.915950724	-0.212464919	0.738473663
AKT1S1	0.205691463	0.923682596	-0.092534681	0.939365585	0.580728389	0.69948521	-0.381801664	0.787746495
AKT2	-0.229736537	0.690623545	0.094721037	0.842638078	-0.178008296	0.834077254	-0.257155348	0.608584985
AKT3	-0.004000669	0.996365079	-0.099242473	0.760472558	0.064810484	0.947661744	0.141829342	0.756484717
AKTIP	-0.049822792	0.956918515	-0.09296708	0.846103598	-0.186434971	0.834077254	-0.117569193	0.883220632
ALAD	0.089996272	0.932851179	0.353035908	0.299514669	0.085821442	0.952273075	0.086219685	0.929968409
ALAS1	0.036491297	0.975236207	0.272409532	0.489741579	0.001555939	1	0.123363237	0.890260069
ALAS2	-0.595524242	0.896562586	-2.061909866	0.226874233	1.250049914	0.746555234	1.182908757	0.691558095
